id,title,dateSigned,description,status,awardID,value_amount,value_currency,period_endDate,period_startDate,period_maxExtentDate,period_durationInDays,main_ocid,main_id
1478,CON0018/2023/24,2024-01-31T13:58:30Z,THE APPOINTMENT OF A SERVICE PROVIDER TO ASSIST NERSA WITH THE PRODUCTION OF CORPORATE PUBLICATIONS FOR A PERIOD OF THREE (3) YEARS.,active,19288,2623118,ZAR,2027-03-31T00:00:00Z,2024-04-01T00:00:00Z,2027-03-31T00:00:00Z,1094,ocds-9t57fa-61027,ocds-9t57fa-61027-2023-07-21T00:00:00Z
1481,ENG012OF2023,2024-02-01T12:56:36Z,ENG 012 OF 2023 : SS-PROEFPLAAS SUBSTATION: PHASE 3.,active,22004,20842952,ZAR,2026-06-30T00:00:00Z,2024-02-01T00:00:00Z,2026-06-30T00:00:00Z,880,ocds-9t57fa-62068,ocds-9t57fa-62068-2023-08-01T00:00:00Z
379,NSCF400/2021,2022-10-14T09:37:28Z,"TERMS OF REFERENCE FOR FACILITATION, MONITORING AND EVALUATION OF A TRANSFORMATION PROCESS FOR THE NATURAL SCIENCE COLLECTIONS FACILITY FOR A 25 MONTH PERIOD",active,1128,2817448,ZAR,2024-02-28T00:00:00Z,2022-02-07T00:00:00Z,2024-02-28T00:00:00Z,751,ocds-9t57fa-6309,ocds-9t57fa-6309-2021-09-06T00:00:00Z
1409,COM023/2023q,2023-12-05T09:10:48Z,COM023 OF 2023 :PURCHASE OF ALCOHOL BREATHALYSERS,active,20027,8425,ZAR,2024-06-30T00:00:00Z,2023-12-04T00:00:00Z,2024-06-30T00:00:00Z,209,ocds-9t57fa-63443,ocds-9t57fa-63443-2023-08-15T00:00:00Z
1520,1607/2324,2024-02-14T07:53:21Z,APPOINTMENT OF A SERVICE PROVIDER FOR THE PROVISION OF INSURANCE BROKER SERVICES TO THE COMPETITION COMMISSION FOR A PERIOD OF 3 YEARS,active,24594,389970,ZAR,2027-02-05T00:00:00Z,2024-02-08T00:00:00Z,2027-02-05T00:00:00Z,1093,ocds-9t57fa-63521,ocds-9t57fa-63521-2023-08-15T00:00:00Z
1336,AI-457915,2023-11-06T14:39:45Z,APPOINTMENT OF A SERVICE PROVIDER TO REVIEW THE EXISTING ICT STANDARD CHART OF ACCOUNTS (SCOA) CODES STRUCTURE FOR THE PUBLIC SERVICE.,active,17363,965000,ZAR,2024-05-01T00:00:00Z,2023-11-02T00:00:00Z,2024-05-01T00:00:00Z,181,ocds-9t57fa-64369,ocds-9t57fa-64369-2023-08-22T00:00:00Z
2076,FAN14-23/24-0003,2024-08-01T12:22:16Z,"Appointment of a panel of service providers to organize, manage and deliver events management services in the department of Sport, Recreation, Arts and Culture for a period of thirty-six (36) months.",active,24162,0,ZAR,2027-02-28T00:00:00Z,2024-02-29T00:00:00Z,2027-02-28T00:00:00Z,1095,ocds-9t57fa-65149,ocds-9t57fa-65149-2023-08-29T00:00:00Z
4376,NDOH 36-2023/2024,2026-02-10T14:57:31Z,APPOINTMENT OF SERVICE PROVIDER/S TO RENDER SERVICES FOR PUBLIC HEALTH SECTOR: MULTIPRONGED MASS MEDIA STRATEGIC COMMUNICATION INCLUDING NATIONAL HEALTH INSURANCE (NHI) & HEALTH AND WELLNESS COMMUNICATION CAMPAIGN.,active,31274,2160,ZAR,2026-07-08T00:00:00Z,2024-07-08T00:00:00Z,2026-07-08T00:00:00Z,730,ocds-9t57fa-65299,ocds-9t57fa-65299-2023-08-29T00:00:00Z
1241,56926,2023-10-05T13:15:05Z,GRADUATE WORK READINESS PROGRAMME FOR 47 CURRENT GRADUATES,active,17361,340400,ZAR,2023-05-30T00:00:00Z,2023-05-29T00:00:00Z,2023-05-30T00:00:00Z,1,ocds-9t57fa-69429,ocds-9t57fa-69429-2023-05-29T00:00:00Z
4258,4600001661,2026-01-28T13:04:31Z,HIRE OF PLANT EQUIPMENT (TIPPER TRUCKS AND PADFOOT ROLLER) AT ITHALA NATURE RESERVE FOR EZEMVELO KZN WILDLIFE.,active,27021,1232547,ZAR,2029-06-03T00:00:00Z,2024-06-03T00:00:00Z,2029-06-03T00:00:00Z,1826,ocds-9t57fa-70643,ocds-9t57fa-70643-2023-10-17T00:00:00Z
1334,3100034663,2023-11-06T12:21:40Z,SECURITY ACCESS,active,19011,126974,ZAR,2023-10-25T00:00:00Z,2023-10-11T00:00:00Z,2023-10-25T00:00:00Z,14,ocds-9t57fa-72866,ocds-9t57fa-72866-2023-09-05T00:00:00Z
3561,SCM/BID10/2023/2024,2025-07-14T13:53:04Z,APPOINTMENT OF A SERVICE PROVIDER:UPGRADING OF PLATBERG STADIUM PHASE 1,active,44650,11991426,ZAR,2025-01-17T00:00:00Z,2024-01-19T00:00:00Z,2025-01-17T00:00:00Z,364,ocds-9t57fa-73048,ocds-9t57fa-73048-2023-11-07T00:00:00Z
2651,hedp001/23/24,2024-11-26T09:27:32Z,"SUPPLY AND DELIVERY OF PERISHABLE PROVISIONS IN THE LIMPOPO DEPARTMENT OF HEALTH FOR A
PERIOD OF THIRTY-SIX MONTHS (36) MONTHS",active,37773,50000000,ZAR,2027-10-31T00:00:00Z,2024-11-01T00:00:00Z,2027-10-31T00:00:00Z,1094,ocds-9t57fa-73900,ocds-9t57fa-73900-2023-11-14T00:00:00Z
3065,HEDP 001/23/24,2025-02-13T15:56:29Z,"SUPPLY AND DELIVERY OF PERISHABLE PROVISIONS IN THE LIMPOPO DEPARTMENT OF HEALTH FOR A
PERIOD OF THIRTY-SIX MONTHS (36) MONTHS",active,37765,50000000,ZAR,2027-10-31T00:00:00Z,2024-11-01T00:00:00Z,2027-10-31T00:00:00Z,1094,ocds-9t57fa-73900,ocds-9t57fa-73900-2023-11-14T00:00:00Z
1366,RFT 07-2023 (4400004481),2023-11-21T13:38:51Z,"Appointment of a supplier for the supply and delivery of SARS Dell standard specification laptops (Latitude 5540) and Lenovo (Thinkpad L15 Gen 4) at Gauteng office
",active,19615,43178117,ZAR,2024-03-31T00:00:00Z,2023-11-11T00:00:00Z,2024-03-31T00:00:00Z,141,ocds-9t57fa-74656,ocds-9t57fa-74656-2023-09-05T00:00:00Z
1666,59868,2024-03-28T11:15:21Z,Request for service provider to assist SALGA with development of (3) three Case Studies,active,25768,202400,ZAR,2023-12-20T00:00:00Z,2023-12-12T00:00:00Z,2023-12-20T00:00:00Z,8,ocds-9t57fa-79641,ocds-9t57fa-79641-2024-01-29T00:00:00Z
1663,59940,2024-03-28T11:08:01Z,REPLACEMENT OF MULTI-FUNCTION PRINTER FOR SALGA NATIONAL OFFICES,active,25765,137987,ZAR,2027-01-19T00:00:00Z,2024-01-19T00:00:00Z,2027-01-19T00:00:00Z,1096,ocds-9t57fa-80069,ocds-9t57fa-80069-2023-12-12T00:00:00Z
1524,P1/AUX/CLN/06/23,2024-02-16T11:02:40Z,Appointment of Service Provider for Cleaning Service at EDTEA uGu District Office,active,22153,150220,ZAR,2024-05-31T00:00:00Z,2023-12-01T00:00:00Z,2024-05-31T00:00:00Z,182,ocds-9t57fa-80302,ocds-9t57fa-80302-2023-10-31T00:00:00Z
1712,BID01901/2324,2024-04-08T12:26:08Z,APPOINTMENT OF A SERVICE PROVIDER TO RENDER EMPLOYEE WELLNESS SERVICES TO THE COMPETITION COMMISSION FOR A PERIOD OF 3 YEARS,active,25953,1514903,ZAR,2027-03-31T00:00:00Z,2024-04-04T00:00:00Z,2027-03-31T00:00:00Z,1091,ocds-9t57fa-80426,ocds-9t57fa-80426-2024-02-05T00:00:00Z
4175,T/ING/002/2024,2025-12-31T09:44:28Z,"Request for Proposal (Stage 1): For the Handling, Management and Disposal of Residuals and Sludge from George Municipal Water and Wastewater Treatment Works",active,60143,41398822,ZAR,2035-12-18T00:00:00Z,2025-12-19T00:00:00Z,2035-12-18T00:00:00Z,3651,ocds-9t57fa-80512,ocds-9t57fa-80512-2024-02-06T00:00:00Z
3539,27/2023,2025-07-09T16:01:51Z,Professional Service Providers for the Appointment of a Panel for an Estate Agent/Property Management Service Provider to Source Immovable Properties,active,50483,1103751,ZAR,2027-05-16T00:00:00Z,2025-05-16T00:00:00Z,2027-05-16T00:00:00Z,730,ocds-9t57fa-81155,ocds-9t57fa-81155-2024-02-12T00:00:00Z
84,ENG015 OF2021,2022-04-06T13:09:45Z,"Metro grounds  Development, George: Electrification of  Houses.
",active,2036,15270916,ZAR,2023-06-30T00:00:00Z,2022-05-02T00:00:00Z,2023-06-30T00:00:00Z,424,ocds-9t57fa-8372,ocds-9t57fa-8372-2021-10-04T00:00:00Z
3326,SCMU3-23/24-0747-HO,2025-04-16T14:24:45Z,SCHEDULED MAINTENANCE OF AUTOCLAVES & ASSOCIATED EQUIPMENT AT CLUSTER TWO(2) -CHRIS HANI & JOE GQABI DISTRICT HEALTH FACILITIES,active,46408,13558302,ZAR,2028-02-06T00:00:00Z,2025-02-07T00:00:00Z,2028-02-06T00:00:00Z,1094,ocds-9t57fa-84553,ocds-9t57fa-84553-2024-03-11T00:00:00Z
3325,SCMU3-23/24-0749,2025-04-16T14:22:48Z,SCHEDULED MAINTENANCE OF AUTOCLAVES & ASSOCIATED EQUIPMENT AT CLUSTER FOUR (4)-NELSON MANDELA BAY & SARAH BAARTMAN HEALTH DISTRICTS,active,46409,14078016,ZAR,2028-02-06T00:00:00Z,2025-02-07T00:00:00Z,2028-02-06T00:00:00Z,1094,ocds-9t57fa-84564,ocds-9t57fa-84564-2024-03-11T00:00:00Z
2993,SCMU5-24/25-0041,2025-02-05T10:42:05Z,     REPAIRS AND RENOVATIONS TO NOKHATSHILE CLINIC IN ALFRED NZO DISTRICT,active,42482,9258071,ZAR,2025-03-28T00:00:00Z,2024-09-30T00:00:00Z,2025-03-28T00:00:00Z,179,ocds-9t57fa-85446,ocds-9t57fa-85446-2024-03-19T00:00:00Z
4624,SCMU3-23/24-0746,2026-03-16T13:17:22Z,SCHEDULE MAINTENANCE OF KITCHEN & ASSOCIATED EQUIPMENT AT CLUSTER TWO (2) - CHRIS HANI AND JOE GQABI DISTRICT – HEALTH FACILITIES (36 MONTHS) ,active,64816,22977027,ZAR,2028-05-04T00:00:00Z,2025-05-05T00:00:00Z,2028-05-04T00:00:00Z,1095,ocds-9t57fa-85949,ocds-9t57fa-85949-2024-03-25T00:00:00Z
1699,4400004537,2024-04-04T10:42:20Z,"Service, install and maintain aluminum manual and automated doors and windows, Western Cape Offices",active,25859,999900,ZAR,2026-03-31T00:00:00Z,2024-04-01T00:00:00Z,2026-03-31T00:00:00Z,729,ocds-9t57fa-86346,ocds-9t57fa-86346-2024-01-26T00:00:00Z
1959,AJ-350169,2024-07-05T09:38:53Z,APPOINTMENT OF A SERVICE PROVIDER TO STORE PAPER RECORDS OFF-SITE FOR A PERIOD OF THREE (3) YEARS.,active,29538,1119443,ZAR,2027-06-30T00:00:00Z,2024-07-01T00:00:00Z,2027-06-30T00:00:00Z,1094,ocds-9t57fa-86903,ocds-9t57fa-86903-2024-04-08T00:00:00Z
1835,JCPZ/RFQ/FM174/2023,2024-05-15T12:22:47Z,SUPPLY AND INSTALL SOLAR BACK UP SYSTEMS AT VARIOUS JCPZ FACILITIES ,active,27986,688380,ZAR,2024-05-17T00:00:00Z,2024-04-17T00:00:00Z,2024-05-17T00:00:00Z,30,ocds-9t57fa-86961,ocds-9t57fa-86961-2024-04-09T00:00:00Z
3018,COM007/2024,2025-02-07T10:44:25Z,"COM007/2024: APPOINTMENT OF SERVICE PROVIDERS FOR THE CYCLING CUTTING OF GRASS AND CLEARING OF THIRTEEN (13) SPORT FACILITIES IN THE GEORGE, MUNICIPAL AREA, AS AND WHEN REQUIRED, FOR A PERIOD OF A THREE YEARS FROM DATE OF APPOINTMENT",active,44829,3024899,ZAR,2028-01-26T00:00:00Z,2025-01-27T00:00:00Z,2028-01-26T00:00:00Z,1094,ocds-9t57fa-88665,ocds-9t57fa-88665-2024-04-29T00:00:00Z
3025,T/ING/017/2024,2025-02-07T15:53:20Z,"Tender T/ING/017/2024 - Mechanical and Electrical Engineering Contractors for a period of three (3) years (from date of appointment): Ad-Hoc Mechanical and Electrical Services of Water and Wastewater Infrastructure (Contract 1: Landscaping, Grass Cutting and Site Cleaning Works; Contract 2: Mechanical and Electrical Engineering Works)",active,43033,158599314,ZAR,2028-01-29T00:00:00Z,2025-01-30T00:00:00Z,2028-01-29T00:00:00Z,1094,ocds-9t57fa-94139,ocds-9t57fa-94139-2024-07-01T00:00:00Z
2479,AJ-350228,2024-10-22T11:42:53Z,"APPOINTMENT OF A SERVICE PROVIDER TO RENDER SECURITY GUARDING SERVICES AT DEPARTMENT OF PUBLIC SERVICE AND ADMINISTRATION (DPSA), 546 EDMOND STREET, ARCADIA, PRETORIA, FOR A PERIOD OF THREE (3) YEARS.",active,36901,9416568,ZAR,2027-10-20T00:00:00Z,2024-10-21T00:00:00Z,2027-10-20T00:00:00Z,1094,ocds-9t57fa-94179,ocds-9t57fa-94179-2024-07-02T00:00:00Z
1966,3100036129,2024-07-08T10:38:36Z,Qualification Development Facilitator,active,30897,310500,ZAR,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0,ocds-9t57fa-94694,ocds-9t57fa-94694-2024-06-03T00:00:00Z
2300,ENG015/2024q,2024-09-23T08:26:41Z,ENG015/2024q - Rigging and Transport of Two 3 MVA Transformers from Mid Brak (Great Brak River) Substation to Uniondale Substation.,active,35797,236486,ZAR,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0,ocds-9t57fa-95284,ocds-9t57fa-95284-2024-07-15T00:00:00Z
4221,SCMU10-24/25-0008 D,2026-01-19T08:46:24Z,"APPOINTMENT OF A PANEL OF SERVICE PROVIDERS TO PROVIDE 
PLANT HIRE SERVICES AND MAINTENANCE OF GRAVEL ROADS 
IN THE EASTERN CAPE PROVINCE FOR THIRTY-SIX [36] MONTHS",active,55343,0,ZAR,2028-10-17T00:00:00Z,2025-10-17T00:00:00Z,2028-10-17T00:00:00Z,1096,ocds-9t57fa-96160,ocds-9t57fa-96160-2024-07-23T00:00:00Z
3024,8/2/1/25/26,2025-02-07T13:18:11Z,"RE-ADVERT FOR TENDER FOR INSTALLATION OF FIRE EXTINGUISHERS, FIRE SUPPRESSION SYSTEM, HOSE REELS AND ANNUAL SERVICING (24 MONTHS CONTRACT)",active,38859,100000,ZAR,2026-12-30T00:00:00Z,2024-12-04T00:00:00Z,2026-12-30T00:00:00Z,756,ocds-9t57fa-96889,ocds-9t57fa-96889-2024-07-30T00:00:00Z
2581,RT 3/2022/15/24,2024-11-10T12:28:02Z,"Supply, Maintain Leasing and Delivery of Multifunctional Copier Machine",active,34743,271605,ZAR,2027-10-31T00:00:00Z,2024-11-01T00:00:00Z,2027-10-31T00:00:00Z,1094,ocds-9t57fa-98828,ocds-9t57fa-98828-2024-08-13T00:00:00Z
3287,MS/2024/2025/007/951,2025-04-10T11:05:43Z,Construction of Mashunka Sportfield,active,46151,12443305,ZAR,2025-12-05T00:00:00Z,2024-11-05T00:00:00Z,2025-12-05T00:00:00Z,395,ocds-9t57fa-100454,ocds-9t57fa-100454-2024-09-03T00:00:00Z
2584,RT 3/2022/18/24,2024-11-10T12:35:46Z,"SUPPLY, MAINTAIN (LEASING) AND DELIVERY OF MULTI-FUNCTIONAL COPIER MACHINE FOR THE PERIOD OF 36 MONTHS: HARRY GWALA OFFICE ",active,34746,271605,ZAR,2027-10-31T00:00:00Z,2024-11-01T00:00:00Z,2027-10-31T00:00:00Z,1094,ocds-9t57fa-101174,ocds-9t57fa-101174-2024-08-13T00:00:00Z
2242,RQ 12/09,2024-09-12T12:23:35Z,LAN MANAGEMENT TOOL AND SUPPORT SERVICES FOR THE DEPARTMENT OF EDUCATION WITH 3 YEAR SUPPORT AND MAINTANCE AND 3 DAY TRAINING (ANNUALLY),active,35118,4942873,ZAR,2026-10-08T00:00:00Z,2023-10-09T00:00:00Z,2026-10-08T00:00:00Z,1095,ocds-9t57fa-101679,ocds-9t57fa-101679-2023-06-20T00:00:00Z
2256,P1/AUX/PC/04/22,2024-09-13T14:39:26Z,"SUPPLY; DELIVERY; COMMISSIONING & MAINTENANCE OF OFFICE AUTOMATION SOLUTION - TOURISM OFFICE
",active,35177,418678,ZAR,2025-11-30T00:00:00Z,2022-12-01T00:00:00Z,2025-11-30T00:00:00Z,1095,ocds-9t57fa-101924,ocds-9t57fa-101924-2022-08-08T00:00:00Z
2258,P1/AUX/PC/06/22,2024-09-15T12:15:40Z,"SUPPLY; DELIVERY; COMMISSIONING & MAINTENANCE OF OFFICE AUTOMATION SOLUTION - DUNDEE OFFICE
",active,35235,418678,ZAR,2025-11-30T00:00:00Z,2022-12-01T00:00:00Z,2025-11-30T00:00:00Z,1095,ocds-9t57fa-101988,ocds-9t57fa-101988-2022-08-08T00:00:00Z
2260,P1/AUX/PC/02/23,2024-09-15T13:46:19Z,"SUPPLY; DELIVERY; COMMISSIONING & MAINTENANCE OF OFFICE AUTOMATION SOLUTION SITA OFFICE
",active,35237,411947,ZAR,2026-04-30T00:00:00Z,2023-05-01T00:00:00Z,2026-04-30T00:00:00Z,1095,ocds-9t57fa-101990,ocds-9t57fa-101990-2022-12-23T00:00:00Z
2264,P1/AUX/PC/08/23,2024-09-15T14:29:52Z,"SUPPLY; DELIVERY; COMMISSIONING & MAINTENANCE OF OFFICE AUTOMATION SOLUTION UGU DISTRICT OFFICE
",active,35242,411947,ZAR,2026-04-30T00:00:00Z,2023-05-01T00:00:00Z,2026-04-30T00:00:00Z,1095,ocds-9t57fa-101995,ocds-9t57fa-101995-2022-12-23T00:00:00Z
2267,P1/AUX/PC/10/23,2024-09-16T14:55:54Z,"SUPPLY; DELIVERY; COMMISSIONING & MAINTENANCE OF OFFICE AUTOMATION SOLUTION UTHUKELA DISTRICT OFFICE
",active,35280,411947,ZAR,2026-04-30T00:00:00Z,2023-05-01T00:00:00Z,2026-04-30T00:00:00Z,1095,ocds-9t57fa-102093,ocds-9t57fa-102093-2022-12-23T00:00:00Z
2911,P2/CO-OPS/05/24,2025-01-21T15:44:09Z,APPOINTMENT OF A SERVICE PROVIDER TO PROVIDE MENTORSHIP SUPPORT FOR 21 CLOTHING AND TEXTILE CO-OPERATIVES IN THE NORTHERN REGION OF KWA ZULU NATAL PROVINCE FOR A PERIOD OF TWO MONTHS. ,active,38823,460000,ZAR,2025-03-19T00:00:00Z,2025-01-20T00:00:00Z,2025-03-19T00:00:00Z,58,ocds-9t57fa-102189,ocds-9t57fa-102189-2024-09-17T00:00:00Z
2291,P1/AUX/PC/03/23,2024-09-19T09:35:08Z,"SUPPLY; DELIVERY; COMMISSIONING & MAINTENANCE OF OFFICE AUTOMATION SOLUTION HOD OFFICE
",active,35591,411947,ZAR,2026-04-30T00:00:00Z,2023-05-01T00:00:00Z,2026-04-30T00:00:00Z,1095,ocds-9t57fa-102418,ocds-9t57fa-102418-2022-12-23T00:00:00Z
2477,Q11/2024/25,2024-10-18T18:06:31Z,SUPPLY AND INSTALLATION OF SECURITY GATES AT LESEDI SQUARE CONTAINERS,active,37025,86250,ZAR,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0,ocds-9t57fa-102731,ocds-9t57fa-102731-2024-09-23T00:00:00Z
3907,CON013/2025/26,2025-10-26T15:58:33Z,The appointment of a Travel Management Companies to provide Travel Management Services Locally and Internationally to the National Energy Regulator of South Africa (NERSA) for a period of three (3) years,active,51841,19456200,ZAR,2028-08-30T00:00:00Z,2025-08-31T00:00:00Z,2028-08-30T00:00:00Z,1095,ocds-9t57fa-102807,ocds-9t57fa-102807-2024-09-23T00:00:00Z
2334,081 308 7455,2024-10-03T11:24:16Z,APPOINTMENT OF A SERVICE PROVIDER FOR SALGA NOTEPADS AND PENS,active,35936,193660,ZAR,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0,ocds-9t57fa-103043,ocds-9t57fa-103043-2024-09-17T00:00:00Z
2419,P1/AUX/07/22,2024-10-14T14:27:57Z,"Service provider to supply, Deliver, Remove and Imstallation of light bulbs - 1 year contract ",active,36672,1000000,ZAR,2025-02-28T00:00:00Z,2022-05-23T00:00:00Z,2025-02-28T00:00:00Z,1012,ocds-9t57fa-104790,ocds-9t57fa-104790-2021-10-18T00:00:00Z
2868,T/ING/025/2024q,2024-12-19T16:11:07Z,T/ING/025/2024q – Supply And Delivery Of New Safety Boots,active,40208,504,ZAR,2025-12-18T00:00:00Z,2024-12-19T00:00:00Z,2025-12-18T00:00:00Z,364,ocds-9t57fa-104893,ocds-9t57fa-104893-2024-10-15T00:00:00Z
2459,3100036326,2024-10-17T14:16:40Z,"Reflooring of carpeting and vinyl at Scanner site
1.	Uplifting of existing flooring per square metre 
2.	Application of ITE F30 self-levelling screed at 4mm think per square meter 
3.	Supply and install of Belgotex basketweave plain back carpet tiles (Colour: Rope) 
4.	Supply and install of floorworx superflex 2.50mm vinyl tiles (Colour: MS185) per square meter 
5.	Stripping and sealing of floors two coats per square meters 

     




",active,36914,103557,ZAR,2024-08-30T00:00:00Z,2024-08-06T00:00:00Z,2024-08-30T00:00:00Z,24,ocds-9t57fa-104919,ocds-9t57fa-104919-2024-08-05T00:00:00Z
2460,3100036662,2024-10-17T14:25:24Z,Supply & delivery of pallets to Durban NPSW.,active,36921,107400,ZAR,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0,ocds-9t57fa-105194,ocds-9t57fa-105194-2024-09-30T00:00:00Z
2541,3100036357,2024-11-05T14:12:51Z,Effective Writing Training ,active,37924,0,ZAR,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0,ocds-9t57fa-107116,ocds-9t57fa-107116-2024-07-16T00:00:00Z
2570,A&C001,2024-11-08T12:32:22Z,"Adobe Signature
",pending,38056,179724,ZAR,2025-09-22T00:00:00Z,2024-09-09T00:00:00Z,2025-09-22T00:00:00Z,378,ocds-9t57fa-107485,ocds-9t57fa-107485-2024-09-10T00:00:00Z
2921,DARD 01/2022,2025-01-22T13:34:03Z,Appointment of a service provider to supply and install internet protocol telephone system(IPT) and IP phones and end to end video conferencing solution for the KZN Department of Agriculture and Rural Development across the Province.,active,38237,64153283,ZAR,2026-11-02T00:00:00Z,2022-11-03T00:00:00Z,2026-11-02T00:00:00Z,1460,ocds-9t57fa-107907,ocds-9t57fa-107907-2022-07-11T00:00:00Z
3201,T/ING/029/2024q,2025-03-19T09:52:14Z,"T/ING/029/2024q – Appointment Of A Service Provider For Road Cleaning Services In The George Municipal Area, Using A Road Sweeper Truck",active,45074,205418,ZAR,2026-03-17T00:00:00Z,2025-03-18T00:00:00Z,2026-03-17T00:00:00Z,364,ocds-9t57fa-109558,ocds-9t57fa-109558-2024-11-26T00:00:00Z
2808,64057,2024-12-10T09:27:28Z,Procurement of provincial members assembly,active,39438,428087,ZAR,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0,ocds-9t57fa-109966,ocds-9t57fa-109966-2024-11-04T00:00:00Z
151,NPA 24-21/22,2022-06-06T10:40:52Z,Appointment of a service provider to provide Unified Communication services to the NPA.,active,2203,42706037,ZAR,2027-07-31T00:00:00Z,2022-05-01T00:00:00Z,2027-07-31T00:00:00Z,1917,ocds-9t57fa-11017,ocds-9t57fa-11017-2021-11-08T00:00:00Z
2855,64251,2024-12-12T16:25:02Z,APPOINTMENT OF A LEGAL PANEL PROVIDER FOR THE PROVISION OF CORPORATE GOVERNANCE SERVICES ,active,39957,175145,ZAR,2025-02-28T00:00:00Z,2024-11-29T00:00:00Z,2025-02-28T00:00:00Z,91,ocds-9t57fa-110915,ocds-9t57fa-110915-2024-11-12T00:00:00Z
971,HEDP038/21/22,2023-05-04T10:40:56Z,"SUPPLY, DELIVERY, INSTALLATION, COMMISSIONING AND MAINTENANCE OF VARIOUS MEDICAL EQUIPMENT INCLUDING CONSUMABLES FOR THE LIMPOPO OF DEPARMTENT OF HEALTH-THIRTY SIX (36) MONTHS PERIOD.",active,4687,12188495,ZAR,2025-03-17T00:00:00Z,2022-03-18T00:00:00Z,2025-03-17T00:00:00Z,1095,ocds-9t57fa-11113,ocds-9t57fa-11113-2021-11-09T00:00:00Z
3842,DARD21/2024,2025-10-06T12:40:11Z," Provision of Security Services in the Departmental Offices, Institution and Residence Located Throughout the Province for a Period of thirtysix (36) months at Cluster 2 (King Cetshwayo and Zululand District Offices) ",active,47697,90037408,ZAR,2028-06-30T00:00:00Z,2025-07-01T00:00:00Z,2028-06-30T00:00:00Z,1095,ocds-9t57fa-111207,ocds-9t57fa-111207-2024-12-17T00:00:00Z
3357,P1/MIN/01/24,2025-04-27T08:23:11Z,"Supply,Installation, Testing, Maintenance, repair of DSTV",active,40450,7837,ZAR,2026-03-05T00:00:00Z,2025-03-06T00:00:00Z,2026-03-05T00:00:00Z,364,ocds-9t57fa-111404,ocds-9t57fa-111404-2024-11-19T00:00:00Z
4074,DTP01692,2025-11-25T17:12:36Z,Appointment of a service provider for the repair and replacement of motors and pumps for Dube TradePort Corporation for a period of three (3) years,active,54536,1327200,ZAR,2028-09-30T00:00:00Z,2025-10-01T00:00:00Z,2028-09-30T00:00:00Z,1095,ocds-9t57fa-113715,ocds-9t57fa-113715-2025-02-04T00:00:00Z
3118,P2/BEE/01/21,2025-03-02T12:22:33Z,APPOINTMENT OF THE SERVICE PROVIDER TO CONDUCT THE KZN BLACK INDUSTRIALISTS' PROJECTS PACKAGING,active,43714,8407115,ZAR,2025-03-13T00:00:00Z,2022-03-14T00:00:00Z,2025-03-13T00:00:00Z,1095,ocds-9t57fa-115632,ocds-9t57fa-115632-2021-07-06T00:00:00Z
3138,021/2023/24,2025-03-04T12:38:41Z,PROVISION OF THE OFFICE AOMMODATION FOR ECLB MTHATHA OFFICE,active,44236,4395672,ZAR,2027-03-31T00:00:00Z,2022-04-01T00:00:00Z,2027-03-31T00:00:00Z,1825,ocds-9t57fa-116432,ocds-9t57fa-116432-2021-12-06T00:00:00Z
3154,65016,2025-03-07T13:46:59Z,"SALGA Branded cubic foldable office desk mate - pen holder, memo pad & Sticky notes (1000) and Callaway ball pen with highlighter
(2000).",active,44603,0,ZAR,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0,ocds-9t57fa-116842,ocds-9t57fa-116842-2025-01-21T00:00:00Z
3163,3100037497,2025-03-10T18:32:52Z,Facilities management training,active,44785,389600,ZAR,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0,ocds-9t57fa-117124,ocds-9t57fa-117124-2025-01-28T00:00:00Z
3188,WS-6969U,2025-03-14T12:04:36Z,"REFUSE COLLECTION AND STREET CLEANING SERVICES IN INANDA-GLEBE,SOWETO,MAPULAZINI,AMATIKWE,GOQOKAZI AND ETAFULENI WARDS 42,44,56 AND 108",active,44954,5382696,ZAR,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0,ocds-9t57fa-117195,ocds-9t57fa-117195-2024-10-01T00:00:00Z
3333,WS-6966,2025-04-17T12:54:13Z,"REFUSE COLLECTION AND STREET CLEANING IN NTUZUMA A AND WESRICH-WARDS 38,37",active,46472,3863820,ZAR,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0,ocds-9t57fa-117367,ocds-9t57fa-117367-2024-10-14T00:00:00Z
