award_id,award_value,main_ocid,supplier_name,ocid,buyer_name,province,category,method,tender_date,year,month,quarter,contract_value,duration_days,has_contract,log_value,is_peak_month,is_year_end_quarter,duration_years,duration_band,province_quarter,prov_cat_q,supplier_prior_awards,is_new_supplier,buyer_mean,buyer_std,buyer_count,days_since_supplier_last,contract_value_capped,anomaly_flag,log_zscore,is_statistical_outlier,is_quarterly_spike,anomaly_severity
36748,50000000.0,ocds-9t57fa-96212, (CV SUMAYILI GENERAL SUPPLIERS),ocds-9t57fa-96212,Passenger Rail Agency of South Africa,Kwazulu-Natal,Services,open,2024-07-23,2024,7,3,50000000.0,0.0,0,17.72753358339242,0,0,0.0,,Kwazulu-Natal_Q3,Kwazulu-Natal_Services_Q3,1,1,1216768638.5542655,6467308370.820159,198,0.0,50000000.0,Normal,0.5954439785237564,0,0,0
35998,29475526.0,ocds-9t57fa-99079, (CYBERLINX SECURITY),ocds-9t57fa-99079,South African Civil Aviation Authority,Gauteng,Unknown,open,2024-08-20,2024,8,3,29475526.0,0.0,0,17.19907088378682,1,0,0.0,,Gauteng_Q3,Gauteng_Unknown_Q3,1,1,202323732.5882353,462996152.6456668,17,0.0,29475526.0,Normal,0.23597284531470183,0,0,0
29927,63142347.0,ocds-9t57fa-57229, (CYBERLINX TRADING),ocds-9t57fa-57229,ESKOM,National,Services,open,2023-06-12,2023,6,2,63142347.0,0.0,0,17.960902227605732,0,0,0.0,,National_Q2,National_Services_Q2,1,1,3721916694.204792,16708501926.578915,180,0.0,63142347.0,"FLAG 3 — Single large award, no prior history (>R50M)",0.44852866888425774,0,0,5
32822,6988010.0,ocds-9t57fa-94755, (CYBERPRO),ocds-9t57fa-94755,Umgeni Water,National,Unknown,open,2024-07-09,2024,7,3,6988010.0,0.0,0,15.75970652436192,0,0,0.0,,National_Q3,National_Unknown_Q3,1,1,363156815.0,847301374.3140585,13,0.0,6988010.0,Normal,0.42751608050402773,0,0,0
37877,339055029.0,ocds-9t57fa-102218, (CYBERXPERTS),ocds-9t57fa-102218,Office of the Pension Funds Adjudicator,National,Services,open,2024-09-17,2024,9,3,339055029.0,0.0,0,19.641672982554056,0,0,0.0,,National_Q3,National_Services_Q3,1,1,191381137.6,192842426.49341744,5,0.0,339055029.0,"FLAG 3 — Single large award, no prior history (>R50M)",1.0292486830761647,0,0,5
36552,37101155.0,ocds-9t57fa-63399, (CZAR CONSTRUCTION),ocds-9t57fa-63399,THE MVULA TRUST,Eastern Cape,Works,open,2023-08-15,2023,8,3,37101155.0,0.0,0,17.42915868612188,1,0,0.0,,Eastern Cape_Q3,Eastern Cape_Works_Q3,1,1,324746320.96202534,264005154.13225907,154,0.0,37101155.0,FLAG 7 — Quarterly spend spike (>2× provincial average),0.2782494532382764,0,1,1
29320,3952000.0,ocds-9t57fa-92503, (Council for Scientific and Industrial Research),ocds-9t57fa-92503,Tourism,Gauteng,Unknown,limited,2018-12-02,2018,12,4,3952000.0,0.0,0,15.189732590886301,0,1,0.0,,Gauteng_Q4,Gauteng_Unknown_Q4,2,0,3952000.0,,1,0.0,3952000.0,Normal,0.594856921819716,0,0,0
34254,117627280.0,ocds-9t57fa-60509, (Council for Scientific and Industrial Research),ocds-9t57fa-60509,Transport,Gauteng,Unknown,open,2023-07-18,2023,7,3,117627280.0,0.0,0,18.583031547817818,0,0,0.0,,Gauteng_Q3,Gauteng_Unknown_Q3,2,0,19849199.789166667,33937830.21801532,12,1689.0,117627280.0,Normal,0.8082188032416058,0,0,0
27888,1565952.0,ocds-9t57fa-78875, (D AND J PRODUCTIVE TRADING),ocds-9t57fa-78875,Eastern Cape - Rural Development and Agrarian Reform,Eastern Cape,Services,open,2024-01-23,2024,1,1,1565952.0,0.0,0,14.2640051423111,0,0,0.0,,Eastern Cape_Q1,Eastern Cape_Services_Q1,1,1,21085860.150384612,65958999.881060526,26,0.0,1565952.0,Normal,0.7828294630878743,0,0,0
27219,35056920.0,ocds-9t57fa-81373, (D C SECURITY),ocds-9t57fa-81373,Western Cape - Community Safety,Western Cape,Services,open,2024-02-13,2024,2,1,35056920.0,0.0,0,17.37248361272239,0,0,0.0,,Western Cape_Q1,Western Cape_Services_Q1,1,1,35056920.0,,1,0.0,35056920.0,Normal,0.19618694790553284,0,0,0
26657,5029751.0,ocds-9t57fa-58578, (DAINAH AND JOYCE BUSINESS ENTERPRISES),ocds-9t57fa-58578,South African National Parks,Northern Cape,Works,open,2023-06-27,2023,6,2,5029751.0,0.0,0,15.430881236685481,0,0,0.0,,Northern Cape_Q2,Northern Cape_Works_Q2,1,1,368851082.75,709372785.260936,20,0.0,5029751.0,Normal,0.8624741153504075,0,0,0
39488,25000000.0,ocds-9t57fa-102251, (DAKALO LANGA ELECTRICAL),ocds-9t57fa-102251,Passenger Rail Agency of South Africa,Gauteng,Goods,open,2024-09-17,2024,9,3,25000000.0,0.0,0,17.034386422832473,0,0,0.0,,Gauteng_Q3,Gauteng_Goods_Q3,1,1,1216768638.5542655,6467308370.820159,198,0.0,25000000.0,Normal,0.42298469853230863,0,0,0
40481,1216893396.0,ocds-9t57fa-105550, (DALAS BUSINESS ENTERPRISES),ocds-9t57fa-105550,Limpopo - Public Works,Limpopo,Works,limited,2024-10-21,2024,10,4,1216893396.0,0.0,0,20.919567052209636,0,1,0.0,,Limpopo_Q4,Limpopo_Works_Q4,1,1,324888476.1372549,696261167.6773235,51,0.0,1216893396.0,FLAG 1 — Restricted method above R15M,1.3702496346561182,0,0,2
25893,58231202.0,ocds-9t57fa-70654, (DANGALAZA CONSTRUCTION AND CIVILS),ocds-9t57fa-70654,Development Bank of Southern Africa,Kwazulu-Natal,Works,open,2023-10-17,2023,10,4,58231202.0,0.0,0,17.879931903053787,0,1,0.0,,Kwazulu-Natal_Q4,Kwazulu-Natal_Works_Q4,1,1,5009567026.928776,27746239685.887093,46,0.0,58231202.0,"FLAG 3 — Single large award, no prior history (>R50M)",0.1976228462723581,0,0,5
31278,2409225.0,ocds-9t57fa-95380, (DANISILE NKOSI N ASSOCIATES),ocds-9t57fa-95380,"Kwazulu Natal - Economic Development, Tourism and Environ Affairs",Kwazulu-Natal,Services,direct,2022-04-19,2022,4,2,2409225.0,364.0,1,14.694816092057607,0,0,0.9965776865160849,6-12mo,Kwazulu-Natal_Q2,Kwazulu-Natal_Services_Q2,1,1,4991669.623931624,27605511.96937662,117,0.0,2409225.0,Normal,0.3930738193278422,0,0,0
32425,1624748833.0,ocds-9t57fa-81241, (DAR AUTOMOTIVE),ocds-9t57fa-81241,National Treasury,National,Services,open,2024-02-12,2024,2,1,1624748833.0,0.0,0,21.208619077089605,0,0,0.0,,National_Q1,National_Services_Q1,1,1,5186088697.428572,17188261870.82385,15,0.0,1624748833.0,"FLAG 3 — Single large award, no prior history (>R50M)",1.5706413480649213,0,0,5
31236,3091742.0,ocds-9t57fa-74031, (DARK FIBRE AFRICA),ocds-9t57fa-74031,Council for Scientific and Industrial Research (CSIR),National,Unknown,open,2023-11-14,2023,11,4,3091742.0,0.0,0,14.944245567511823,0,1,0.0,,National_Q4,National_Unknown_Q4,1,1,123947370.02666667,233797849.98319647,75,0.0,3091742.0,Normal,0.753174611908389,0,0,0
40643,2526148.0,ocds-9t57fa-110019, (DARTINGO TRADING 226),ocds-9t57fa-110019,Passenger Rail Agency of South Africa,Eastern Cape,Unknown,open,2024-12-02,2024,12,4,2526148.0,0.0,0,14.74220656669292,0,1,0.0,,Eastern Cape_Q4,Eastern Cape_Unknown_Q4,1,1,1216768638.5542655,6467308370.820159,198,0.0,2526148.0,Normal,0.7410313088774443,0,0,0
25580,18289188.0,ocds-9t57fa-66913, (DATACENTRIX),ocds-9t57fa-66913,Companies and Intellectual Property Commission,Gauteng,Unknown,open,2023-09-12,2023,9,3,18289188.0,0.0,0,16.721820678213913,0,0,0.0,,Gauteng_Q3,Gauteng_Unknown_Q3,4,0,67684803.27083333,139073338.4093735,12,0.0,18289188.0,Normal,0.038637394852243045,0,0,0
25670,8278679.0,ocds-9t57fa-74850, (DATACENTRIX),ocds-9t57fa-74850,South African Social Security Agency,Eastern Cape,Unknown,open,2023-11-21,2023,11,4,8278679.0,0.0,0,15.929194093362822,0,1,0.0,,Eastern Cape_Q4,Eastern Cape_Unknown_Q4,4,0,550639296.7575758,1845264247.270856,33,70.0,8278679.0,Normal,0.1584532108078656,0,0,0
40440,45645950.0,ocds-9t57fa-103297, (DATACENTRIX),ocds-9t57fa-103297,National Research Foundation,National,Unknown,open,2024-09-30,2024,9,3,45645950.0,0.0,0,17.636425464466875,0,0,0.0,,National_Q3,National_Unknown_Q3,4,0,522120462.93333334,1974317039.6639583,29,314.0,45645950.0,Normal,0.32196129025092435,0,0,0
41079,31874490.0,ocds-9t57fa-104760, (DATACENTRIX),ocds-9t57fa-104760,National Research Foundation,Western Cape,Services,open,2024-10-14,2024,10,4,31874490.0,0.0,0,17.277316592687914,0,1,0.0,,Western Cape_Q4,Western Cape_Services_Q4,4,0,522120462.93333334,1974317039.6639583,29,14.0,31874490.0,Normal,0.164298298828411,0,0,0
30979,70093200.0,ocds-9t57fa-76428, (DATUMI 1 INVESTMENT),ocds-9t57fa-76428,National Treasury,Gauteng,Services,open,2023-12-05,2023,12,4,70093200.0,0.0,0,18.065336357286718,0,1,0.0,,Gauteng_Q4,Gauteng_Services_Q4,1,1,5186088697.428572,17188261870.82385,15,0.0,70093200.0,"FLAG 3 — Single large award, no prior history (>R50M)",0.4298822169296289,0,0,5
28845,3909329.0,ocds-9t57fa-56647, (DDD ELECTRICAL),ocds-9t57fa-56647,Agricultural Research Council,Western Cape,Goods,open,2023-06-06,2023,6,2,3909329.0,0.0,0,15.178876561779797,0,0,0.0,,Western Cape_Q2,Western Cape_Goods_Q2,1,1,206747059.33333334,319230038.7517484,30,0.0,3909329.0,Normal,0.46921734782672375,0,0,0
41503,534750.0,ocds-9t57fa-111583, (DECISIONINC),ocds-9t57fa-111583,Technology Innovation Agency,National,Services,open,2025-01-14,2025,1,1,534750.0,0.0,0,13.189556496975628,0,0,0.0,,National_Q1,National_Services_Q1,1,1,17693999.05263158,32823049.6853197,18,0.0,534750.0,Normal,1.2000102245064712,0,0,0
38300,437463680.0,ocds-9t57fa-95309, (DECODE SYSTEMS SECURITY SERVICES),ocds-9t57fa-95309,Private Security Industry Regulatory Authority,National,Unknown,open,2024-07-15,2024,7,3,437463680.0,0.0,0,19.896504245458875,0,0,0.0,,National_Q3,National_Unknown_Q3,1,1,228906840.0,294943911.6536756,2,0.0,437463680.0,"FLAG 3 — Single large award, no prior history (>R50M)",1.224535387138449,0,0,5
39989,67025429.0,ocds-9t57fa-102241, (DEDICATED ANALYTICAL SOLUTIONS),ocds-9t57fa-102241,Umgeni Water,Kwazulu-Natal,Unknown,open,2024-09-17,2024,9,3,67025429.0,0.0,0,18.020582657582317,0,0,0.0,,Kwazulu-Natal_Q3,Kwazulu-Natal_Unknown_Q3,1,1,363156815.0,847301374.3140585,13,0.0,67025429.0,"FLAG 3 — Single large award, no prior history (>R50M)",0.8020945212586845,0,0,5
32079,7181517.0,ocds-9t57fa-67782, (DEEL SOFTWARE SOLUTIONS),ocds-9t57fa-67782,Council for Scientific and Industrial Research (CSIR),Gauteng,Works,open,2023-09-19,2023,9,3,7181517.0,0.0,0,15.787021339291032,0,0,0.0,,Gauteng_Q3,Gauteng_Works_Q3,1,1,123947370.02666667,233797849.98319647,75,0.0,7181517.0,Normal,0.5494641303057051,0,0,0
40257,99427340.0,ocds-9t57fa-100406, (DEEP BLUE AQUATIC SYSTEMS),ocds-9t57fa-100406,Eastern Cape - Agriculture,Eastern Cape,Works,open,2024-09-02,2024,9,3,99427340.0,0.0,0,18.41493769416681,0,0,0.0,,Eastern Cape_Q3,Eastern Cape_Works_Q3,1,1,53169507.47321428,90363053.48920624,28,0.0,99427340.0,FLAG 7 — Quarterly spend spike (>2× provincial average),0.16130937593097575,0,1,1
28494,4192008.0,ocds-9t57fa-40176, (DERCA),ocds-9t57fa-40176,South African Police Service,Kwazulu-Natal,Services,open,2022-11-14,2022,11,4,4192008.0,0.0,0,15.248690651927275,0,1,0.0,,Kwazulu-Natal_Q4,Kwazulu-Natal_Services_Q4,1,1,213476028.63636363,422439607.1837993,11,0.0,4192008.0,Normal,0.21253776156025733,0,0,0
29749,2400000.0,ocds-9t57fa-86044, (DESTINY GLOBAL TECHNOLOGY),ocds-9t57fa-86044,Independent Regulatory Board for Auditors,Gauteng,Goods,open,2024-03-26,2024,3,1,2400000.0,0.0,0,14.690979711984754,0,0,0.0,,Gauteng_Q1,Gauteng_Goods_Q1,3,0,2400000.0,,1,0.0,2400000.0,Normal,0.5994233351064291,0,0,0
41194,265649210.0,ocds-9t57fa-105620, (DESTINY GLOBAL TECHNOLOGY),ocds-9t57fa-105620,Council for Scientific and Industrial Research (CSIR),National,Goods,open,2024-10-22,2024,10,4,265649210.0,0.0,0,19.397687240783412,0,1,0.0,,National_Q4,National_Goods_Q4,3,0,123947370.02666667,233797849.98319647,75,210.0,265649210.0,FLAG 4 — Mega contract >R200M,0.7299640325053927,0,0,3
39338,32675750.0,ocds-9t57fa-107715, (DESTINY GLOBAL TECHNOLOGY),ocds-9t57fa-107715,Stellenbosch Municipality,Western Cape,Services,open,2024-11-12,2024,11,4,32675750.0,0.0,0,17.302143801143103,0,1,0.0,,Western Cape_Q4,Western Cape_Services_Q4,3,0,326755976.0409091,862713285.9275595,66,21.0,32675750.0,Normal,0.1726174217525633,0,0,0
37939,2000000.0,ocds-9t57fa-90498, (DEVTEQ),ocds-9t57fa-90498,Cape Winelands District Municipality,Western Cape,Goods,open,2024-05-17,2024,5,2,2000000.0,0.0,0,14.508658238524095,0,0,0.0,,Western Cape_Q2,Western Cape_Goods_Q2,2,0,35263471.291666664,82495982.3746491,24,0.0,2000000.0,Normal,0.7456262779775022,0,0,0
37938,1798000.0,ocds-9t57fa-90495, (DEVTEQ),ocds-9t57fa-90495,Cape Winelands District Municipality,Western Cape,Goods,open,2024-05-17,2024,5,2,1798000.0,0.0,0,14.402186050187074,0,0,0.0,,Western Cape_Q2,Western Cape_Goods_Q2,2,0,35263471.291666664,82495982.3746491,24,0.0,1798000.0,Normal,0.7895371390325797,0,0,0
28325,2541909.0,ocds-9t57fa-3296, (DIDO DIGITAL DOCUMENT),ocds-9t57fa-3296,Rand West Local Municipality,Gauteng,Services,open,2021-07-05,2021,7,3,2541909.0,0.0,0,14.748426324911996,0,0,0.0,,Gauteng_Q3,Gauteng_Services_Q3,2,0,215269489.21052632,503352969.50728405,18,0.0,2541909.0,Normal,0.8556793410744691,0,0,0
26483,647025.0,ocds-9t57fa-66823, (DIDO DIGITAL DOCUMENT),ocds-9t57fa-66823,Rand West Local Municipality,Gauteng,Goods,open,2023-09-12,2023,9,3,647025.0,0.0,0,13.38014175814703,0,0,0.0,,Gauteng_Q3,Gauteng_Goods_Q3,2,0,215269489.21052632,503352969.50728405,18,799.0,647025.0,Normal,1.1713305710968211,0,0,0
35940,61325655.0,ocds-9t57fa-94254, (DIKEAMO ARCHITECTS),ocds-9t57fa-94254,Government Pensions Administration Agency (GPAA),Gauteng,Works,open,2024-07-02,2024,7,3,61325655.0,0.0,0,17.9317088451572,0,0,0.0,,Gauteng_Q3,Gauteng_Works_Q3,1,1,728119969.5555556,1449059721.7405891,9,0.0,61325655.0,"FLAG 3 — Single large award, no prior history (>R50M)",0.24816541969109882,0,0,5
33641,17169960.0,ocds-9t57fa-88798, (DIMENSION DATA),ocds-9t57fa-88798,Perishable Products Export Control Board,Western Cape,Unknown,open,2024-04-30,2024,4,2,17169960.0,0.0,0,16.65867196146747,0,0,0.0,,Western Cape_Q2,Western Cape_Unknown_Q2,1,1,1010643625.3333334,2147174356.1025867,6,0.0,17169960.0,Normal,0.13620216634088053,0,0,0
25775,495883.0,ocds-9t57fa-76829, (DISTILLERY CONSULTING),ocds-9t57fa-76829,South African Local Government Association,National,Unknown,open,2023-10-31,2023,10,4,495883.0,3.0,1,13.114097307387244,0,1,0.008213552361396304,<3mo,National_Q4,National_Unknown_Q4,1,1,65579374.14539131,453486405.6170108,114,0.0,495883.0,Normal,1.4840537418505693,0,0,0
40176,829642651.0,ocds-9t57fa-102183, (DITLOU CONSULTING),ocds-9t57fa-102183,Housing Development Agency,Gauteng,Unknown,open,2024-09-17,2024,9,3,829642651.0,0.0,0,20.536505626287028,0,0,0.0,,Gauteng_Q3,Gauteng_Unknown_Q3,1,1,183891214.4,302958870.243018,20,0.0,829642651.0,"FLAG 3 — Single large award, no prior history (>R50M)",1.6159495967332562,0,0,5
34722,4396978.0,ocds-9t57fa-81140, (DITLOU MOHLABENG),ocds-9t57fa-81140,Onderstepoort Biological Products Limited,Gauteng,Works,open,2024-02-13,2024,2,1,4396978.0,0.0,0,15.296428272167917,0,0,0.0,,Gauteng_Q1,Gauteng_Works_Q1,1,1,35137226.2,42468658.90383071,19,0.0,4396978.0,Normal,0.7319203279058883,0,0,0
31220,63984925.0,ocds-9t57fa-80560, (DITLOU SUPPLIERS AND SERVICES),ocds-9t57fa-80560,Limpopo - Public Works,Limpopo,Works,limited,2024-02-06,2024,2,1,63984925.0,0.0,0,17.974158082332107,0,0,0.0,,Limpopo_Q1,Limpopo_Works_Q1,1,1,324888476.1372549,696261167.6773235,51,0.0,63984925.0,FLAG 1 — Restricted method above R15M,0.020998325306856993,0,0,2
36377,3399400.0,ocds-9t57fa-104120, (DITSHATSHO TRADING AND PROJECTS),ocds-9t57fa-104120,South African Local Government Association,National,Unknown,open,2024-09-23,2024,9,3,3399400.0,0.0,0,15.039109797594904,0,0,0.0,,National_Q3,National_Unknown_Q3,1,1,65579374.14539131,453486405.6170108,114,0.0,3399400.0,Normal,0.7152900932295375,0,0,0
34585,538927030.0,ocds-9t57fa-88694, (DK PROJECT ENTERPRISES),ocds-9t57fa-88694,War Museum of the Boer Republics,Free State,Works,open,2024-04-29,2024,4,2,538927030.0,0.0,0,20.105090741230114,0,0,0.0,,Free State_Q2,Free State_Works_Q2,1,1,538927030.0,,1,0.0,538927030.0,"FLAG 3 — Single large award, no prior history (>R50M)",0.7739366523766569,0,0,5
37906,63331953.0,ocds-9t57fa-107061, (DMS FIRE AND SECURITY SYSTEMS),ocds-9t57fa-107061,South African Revenue Service,Gauteng,Services,open,2024-07-09,2024,7,3,63331953.0,0.0,0,17.963900562272116,0,0,0.0,,Gauteng_Q3,Gauteng_Services_Q3,1,1,47569906.18108911,352511026.62213624,198,0.0,63331953.0,"FLAG 3 — Single large award, no prior history (>R50M)",0.3905679282080275,0,0,5
31959,902002.0,ocds-9t57fa-91043, (DNA ECONOMICS),ocds-9t57fa-91043,Technology Innovation Agency,National,Unknown,open,2024-05-24,2024,5,2,902002.0,0.0,0,13.71237312498158,0,0,0.0,,National_Q2,National_Unknown_Q2,1,1,17693999.05263158,32823049.6853197,18,0.0,902002.0,Normal,1.2451292139552008,0,0,0
40635,561000.0,ocds-9t57fa-108704, (DNA ENTERPRISE),ocds-9t57fa-108704,Passenger Rail Agency of South Africa,Eastern Cape,Unknown,open,2024-11-19,2024,11,4,561000.0,0.0,0,13.237477967034438,0,1,0.0,,Eastern Cape_Q4,Eastern Cape_Unknown_Q4,1,1,1216768638.5542655,6467308370.820159,198,0.0,561000.0,Normal,1.479557962278179,0,0,0
26921,3300960.0,ocds-9t57fa-28881, (DNA MANAGEMENT PROJECTS),ocds-9t57fa-28881,Transnet SOC Ltd,Western Cape,Goods,open,2022-08-08,2022,8,3,3300960.0,0.0,0,15.009724196163901,1,0,0.0,,Western Cape_Q3,Western Cape_Goods_Q3,1,1,835776022.8589071,2769998908.7575545,178,0.0,3300960.0,FLAG 7 — Quarterly spend spike (>2× provincial average),0.538978532786934,0,1,1
33537,5294140.0,ocds-9t57fa-93014, (DOREMA TRAVEL),ocds-9t57fa-93014,Small Business Development,Gauteng,Unknown,open,2024-06-14,2024,6,2,529414.0,1094.0,1,13.179527902336716,0,0,2.9952087611225187,2-3yr,Gauteng_Q2,Gauteng_Unknown_Q2,1,1,1444634.25,2048350.174741178,8,0.0,529414.0,Normal,1.4260449299222688,0,0,0
31274,540.0,ocds-9t57fa-65299, (DOTS DESIGN AGENCY),ocds-9t57fa-65299,Health,National,Services,open,2023-08-29,2023,8,3,2160.0,730.0,1,7.6783263565068856,1,0,1.998631074606434,1-2yr,National_Q3,National_Services_Q3,1,1,60555897.44444445,88274756.9026122,9,0.0,2160.0,FLAG 5 — Statistical outlier (Z=3.1),3.1041852203917815,1,0,2
43423,2175076.0,ocds-9t57fa-99663, (DRAGER SOUTH AFRICA),ocds-9t57fa-99663,George Municipality,Western Cape,Goods,limited,2024-08-26,2024,8,3,2175076.0,0.0,0,14.592574624177125,1,0,0.0,,Western Cape_Q3,Western Cape_Goods_Q3,1,1,14106193.338235294,40647571.59622859,66,0.0,2175076.0,FLAG 7 — Quarterly spend spike (>2× provincial average),0.7110177965683411,0,1,1
43013,418470931.0,ocds-9t57fa-103089, (DV5 PROJECTS),ocds-9t57fa-103089,Passenger Rail Agency of South Africa,Gauteng,Works,open,2024-09-30,2024,9,3,418470931.0,0.0,0,19.852117987894896,0,0,0.0,,Gauteng_Q3,Gauteng_Works_Q3,1,1,1216768638.5542655,6467308370.820159,198,0.0,418470931.0,"FLAG 3 — Single large award, no prior history (>R50M)",0.9623837270864151,0,0,5
39622,74307250.0,ocds-9t57fa-104061, (DWALA MINING),ocds-9t57fa-104061,Water and Sanitation,Mpumalanga,Works,open,2024-10-07,2024,10,4,74307250.0,0.0,0,18.123719095774224,0,1,0.0,,Mpumalanga_Q4,Mpumalanga_Works_Q4,1,1,143501900.10714287,323052392.3264308,54,0.0,74307250.0,"FLAG 3 — Single large award, no prior history (>R50M)",0.12772925466862012,0,0,5
37915,107390000.0,ocds-9t57fa-90707, (DYNAMIC M O SA),ocds-9t57fa-90707,Land and Agricultural Development Bank of South Africa,Gauteng,Unknown,open,2024-05-21,2024,5,2,107390000.0,0.0,0,18.491977635146252,0,0,0.0,,Gauteng_Q2,Gauteng_Unknown_Q2,1,1,607501758.3846154,1019703885.2887046,13,0.0,107390000.0,"FLAG 3 — Single large award, no prior history (>R50M)",0.7705694430871285,0,0,5
36667,1500123653.0,ocds-9t57fa-29665, (DYNAMO,ocds-9t57fa-29665,Ugu Disctrict Munucipality,Kwazulu-Natal,Services,open,2022-08-16,2022,8,3,1500123653.0,0.0,0,21.128813377656915,1,0,0.0,,Kwazulu-Natal_Q3,Kwazulu-Natal_Services_Q3,1,1,2903295178.6,5043134431.592978,5,0.0,1500123653.0,"FLAG 3 — Single large award, no prior history (>R50M)",1.704095088200191,0,0,5
43099,2716312760.0,ocds-9t57fa-104734, (DZINGE PRODUCTIONS),ocds-9t57fa-104734,South African Broadcasting Corporation Limited,Gauteng,Services,open,2024-10-14,2024,10,4,2716312760.0,0.0,0,21.722541195020394,0,1,0.0,,Gauteng_Q4,Gauteng_Services_Q4,1,1,421058532.35714287,810837436.7276644,14,0.0,2716312760.0,"FLAG 3 — Single large award, no prior history (>R50M)",1.8473345756753905,0,0,5
40157,161766834.0,ocds-9t57fa-104132, (Doculam (Pty) Ltd),ocds-9t57fa-104132,Passenger Rail Agency of South Africa,Gauteng,Goods,open,2024-10-08,2024,10,4,161766834.0,0.0,0,18.90166656630024,0,1,0.0,,Gauteng_Q4,Gauteng_Goods_Q4,1,1,1216768638.5542655,6467308370.820159,198,0.0,161766834.0,"FLAG 3 — Single large award, no prior history (>R50M)",1.2376628382244672,0,0,5
27830,6040418.0,ocds-9t57fa-72158, (E Z TRADE 536),ocds-9t57fa-72158,The Playhouse Company,Kwazulu-Natal,Services,open,2023-10-30,2023,10,4,6040418.0,0.0,0,15.613983938365879,0,1,0.0,,Kwazulu-Natal_Q4,Kwazulu-Natal_Services_Q4,1,1,8747112.2,4489287.05844193,5,0.0,6040418.0,Normal,0.09346998946740455,0,0,0
27715,1299490.0,ocds-9t57fa-73057, (EAGLE LIFTING EQUIPMENT),ocds-9t57fa-73057,ESKOM,Western Cape,Services,open,2023-11-07,2023,11,4,1299490.0,0.0,0,14.077483207299029,0,1,0.0,,Western Cape_Q4,Western Cape_Services_Q4,1,1,3721916694.204792,16708501926.578915,180,0.0,1299490.0,Normal,0.9079046964419928,0,0,0
43440,986479.0,ocds-9t57fa-107978, (EARL,ocds-9t57fa-107978,George Municipality,Western Cape,Unknown,open,2024-11-12,2024,11,4,986479.0,0.0,0,13.801898330544413,0,1,0.0,,Western Cape_Q4,Western Cape_Unknown_Q4,1,1,14106193.338235294,40647571.59622859,66,0.0,986479.0,Normal,0.9820389907836744,0,0,0
29400,16066546.0,ocds-9t57fa-84688, (EAST AND WEST INVESTMENTS),ocds-9t57fa-84688,Capricorn District Municipality,Limpopo,Services,open,2024-03-12,2024,3,1,16066546.0,0.0,0,16.592249842192203,0,0,0.0,,Limpopo_Q1,Limpopo_Services_Q1,1,1,1249875730.2791667,2206764106.087176,24,0.0,16066546.0,Normal,0.24344831731159525,0,0,0
27803,8442380.0,ocds-9t57fa-73999, (EAST COAST INSTRUMENTS),ocds-9t57fa-73999,Water and Sanitation,Gauteng,Goods,open,2023-11-14,2023,11,4,8442380.0,0.0,0,15.948774935791617,0,1,0.0,,Gauteng_Q4,Gauteng_Goods_Q4,1,1,143501900.10714287,323052392.3264308,54,0.0,8442380.0,Normal,0.05065818241666309,0,0,0
37411,77590153.0,ocds-9t57fa-90369, (EASYPAY),ocds-9t57fa-90369,Stellenbosch Municipality,Western Cape,Unknown,open,2024-05-18,2024,5,2,77590153.0,0.0,0,18.166951095660018,0,0,0.0,,Western Cape_Q2,Western Cape_Unknown_Q2,1,1,326755976.0409091,862713285.9275595,66,0.0,77590153.0,"FLAG 3 — Single large award, no prior history (>R50M)",0.7265953938719436,0,0,5
39102,4654400.0,ocds-9t57fa-100579, (EBIFLASH),ocds-9t57fa-100579,PetroSA,Western Cape,Unknown,open,2024-09-03,2024,9,3,4654400.0,0.0,0,15.353323781573515,0,0,0.0,,Western Cape_Q3,Western Cape_Unknown_Q3,1,1,178200357.1,646460131.901998,18,0.0,4654400.0,FLAG 7 — Quarterly spend spike (>2× provincial average),0.37475678516113375,0,1,1
39884,6444000.0,ocds-9t57fa-110633, (EBUKHOSINI TP SECURITY),ocds-9t57fa-110633,South African Local Government Association,National,Services,open,2024-11-29,2024,11,4,6444000.0,0.0,0,15.678660178462106,0,1,0.0,,National_Q4,National_Services_Q4,1,1,65579374.14539131,453486405.6170108,114,0.0,6444000.0,Normal,0.34000458662731986,0,0,0
43460,103362000.0,ocds-9t57fa-98985, (ECA CONSULTING),ocds-9t57fa-98985,Mpumalanga - Economic Development Environment and Tourism,Mpumalanga,Services,open,2024-08-20,2024,8,3,103362000.0,0.0,0,18.453747957331295,1,0,0.0,,Mpumalanga_Q3,Mpumalanga_Services_Q3,1,1,771301625.0,568093247.8306085,4,0.0,103362000.0,"FLAG 3 — Single large award, no prior history (>R50M)",0.3033962824401857,0,0,5
41956,33969850.0,ocds-9t57fa-79541, (ECOAN ENGINEERING),ocds-9t57fa-79541,Passenger Rail Agency of South Africa,Gauteng,Works,open,2024-01-29,2024,1,1,33969850.0,0.0,0,17.340983953904008,0,0,0.0,,Gauteng_Q1,Gauteng_Works_Q1,1,1,1216768638.5542655,6467308370.820159,198,0.0,33969850.0,Normal,0.028469250485366138,0,0,0
28525,1965858.0,ocds-9t57fa-74006, (ECONOGISTICS),ocds-9t57fa-74006,Transport,National,Unknown,open,2023-11-14,2023,11,4,1965858.0,0.0,0,14.491439857890446,0,1,0.0,,National_Q4,National_Unknown_Q4,1,1,19849199.789166667,33937830.21801532,12,0.0,1965858.0,Normal,0.9340049032523238,0,0,0
