ocid,buyer_name,province,category,method,tender_date,contract_id,contract_value,duration_days,award_id,award_value,supplier_name,year,month,quarter,log_value,duration_years,is_year_end_quarter,is_peak_month,province_quarter,prov_cat_q,supplier_prior_awards,is_new_supplier,duration_band
ocds-00000641,eThekwini,Eastern Cape,Services,open,2024-07-21,c-00000641,2689372.55,32,a-00000641,2697966.627912354,Supplier_0375,2024,7,3,14.804818843416129,0.08761122518822724,0,0,Eastern Cape_Q3,Eastern Cape_Services_Q3,16,0,<3mo
ocds-00000642,Dept of Public Works,Western Cape,Services,open,2025-04-14,c-00000642,1838040.51,834,a-00000642,1756482.0552848228,Supplier_0016,2025,4,2,14.424211165973542,2.2833675564681726,0,0,Western Cape_Q2,Western Cape_Services_Q2,82,0,2-3yr
ocds-00000643,City of Johannesburg,KwaZulu-Natal,Goods,direct,2024-12-27,c-00000643,17618378.91,1009,a-00000643,17631406.10470566,Supplier_0228,2024,12,4,16.68445322816101,2.7624914442162902,1,0,KwaZulu-Natal_Q4,KwaZulu-Natal_Goods_Q4,12,0,2-3yr
ocds-00000644,Dept of Health,KwaZulu-Natal,Goods,open,2025-02-03,c-00000644,744564.64,714,a-00000644,774364.712253939,Supplier_0004,2025,2,1,13.520556293774494,1.9548254620123204,0,0,KwaZulu-Natal_Q1,KwaZulu-Natal_Goods_Q1,136,0,1-2yr
ocds-00000645,SANRAL,Western Cape,Works,open,2023-10-14,c-00000645,55445701.18,681,a-00000645,53716023.14392385,Supplier_0018,2023,10,4,17.8309147607315,1.864476386036961,1,0,Western Cape_Q4,Western Cape_Works_Q4,99,0,1-2yr
ocds-00000646,City of Johannesburg,North West,Works,open,2022-07-05,c-00000646,111503051.04,895,a-00000646,116701078.2496852,Supplier_0300,2022,7,3,18.52956252104588,2.4503764544832305,0,0,North West_Q3,North West_Works_Q3,17,0,2-3yr
ocds-00000647,City of Johannesburg,Mpumalanga,Works,open,2024-03-08,c-00000647,16277.1,814,a-00000647,16155.33001153668,Supplier_0080,2024,3,1,9.69757592512896,2.2286105407255303,0,0,Mpumalanga_Q1,Mpumalanga_Works_Q1,19,0,2-3yr
ocds-00000648,Dept of Health,KwaZulu-Natal,Goods,open,2024-08-01,c-00000648,2362887.82,871,a-00000648,2261258.080102776,Supplier_0021,2024,8,3,14.67539550470243,2.3846680355920604,0,1,KwaZulu-Natal_Q3,KwaZulu-Natal_Goods_Q3,91,0,2-3yr
ocds-00000649,Dept of Education,Eastern Cape,Services,open,2025-03-08,c-00000649,6966465.07,1790,a-00000649,7151791.083671652,Supplier_0480,2025,3,1,15.756618634072476,4.900752908966461,0,0,Eastern Cape_Q1,Eastern Cape_Services_Q1,9,0,>3yr
ocds-00000650,Dept of Public Works,KwaZulu-Natal,Works,open,2024-08-09,c-00000650,1055.44,1488,a-00000650,1083.1979556601095,Supplier_0314,2024,8,3,6.9626600441514235,4.073921971252567,0,1,KwaZulu-Natal_Q3,KwaZulu-Natal_Works_Q3,11,0,>3yr
ocds-00000651,Dept of Health,Western Cape,Works,open,2025-08-14,c-00000651,98252582.01,1578,a-00000651,96340127.07511213,Supplier_0045,2025,8,3,18.40305209854618,4.3203285420944555,0,1,Western Cape_Q3,Western Cape_Works_Q3,48,0,>3yr
ocds-00000652,SANRAL,KwaZulu-Natal,Works,open,2024-08-10,c-00000652,1724188.01,23,a-00000652,1786752.3404764012,Supplier_0106,2024,8,3,14.36026735876711,0.06297056810403832,0,1,KwaZulu-Natal_Q3,KwaZulu-Natal_Works_Q3,15,0,<3mo
ocds-00000653,City of Johannesburg,Western Cape,Services,open,2024-11-21,c-00000653,2614209.09,595,a-00000653,2496575.501987567,Supplier_0103,2024,11,4,14.77647254101553,1.6290212183436004,1,0,Western Cape_Q4,Western Cape_Services_Q4,12,0,1-2yr
ocds-00000654,Dept of Public Works,Gauteng,Services,direct,2025-03-22,c-00000654,3129.36,615,a-00000654,3137.985680706513,Supplier_0321,2025,3,1,8.04890329289481,1.6837782340862424,0,0,Gauteng_Q1,Gauteng_Services_Q1,9,0,1-2yr
ocds-00000655,City of Cape Town,Limpopo,Services,open,2024-08-07,c-00000655,21963.35,1044,a-00000655,22865.599829963514,Supplier_0474,2024,8,3,9.997175963438437,2.858316221765914,0,1,Limpopo_Q3,Limpopo_Services_Q3,8,0,2-3yr
ocds-00000656,eThekwini,Gauteng,Works,open,2023-08-22,c-00000656,315643.88,754,a-00000656,329410.57215635735,Supplier_0039,2023,8,3,12.662373063166832,2.0643394934976045,0,1,Gauteng_Q3,Gauteng_Works_Q3,56,0,2-3yr
ocds-00000657,City of Cape Town,Gauteng,Goods,direct,2023-06-20,c-00000657,13376873.37,935,a-00000657,12842121.313150484,Supplier_0440,2023,6,2,16.409037980740763,2.5598904859685145,0,0,Gauteng_Q2,Gauteng_Goods_Q2,9,0,2-3yr
ocds-00000658,City of Cape Town,Limpopo,Goods,open,2022-10-24,c-00000658,3957538.1,784,a-00000658,3766918.682320227,Supplier_0020,2022,10,4,15.19113295066323,2.1464750171115674,1,0,Limpopo_Q4,Limpopo_Goods_Q4,73,0,2-3yr
ocds-00000659,Dept of Public Works,Gauteng,Services,open,2023-05-26,c-00000659,26571.88,1399,a-00000659,25865.878698297554,Supplier_0160,2023,5,2,10.187646425804122,3.8302532511978096,0,0,Gauteng_Q2,Gauteng_Services_Q2,13,0,>3yr
ocds-00000660,City of Johannesburg,Western Cape,Goods,open,2023-12-17,c-00000660,1295848.21,983,a-00000660,1256832.4699265785,Supplier_0463,2023,12,4,14.074676798816492,2.6913073237508556,1,0,Western Cape_Q4,Western Cape_Goods_Q4,12,0,2-3yr
ocds-00000661,Dept of Health,Gauteng,Services,open,2024-06-20,c-00000661,1588610.71,43,a-00000661,1635817.0883630214,Supplier_0111,2024,6,2,14.278371054424301,0.11772758384668036,0,0,Gauteng_Q2,Gauteng_Services_Q2,16,0,<3mo
ocds-00000662,SANRAL,KwaZulu-Natal,Works,open,2025-07-18,c-00000662,9162057.76,1517,a-00000662,8764999.828986904,Supplier_0028,2025,7,3,16.030581466855104,4.153319644079398,0,0,KwaZulu-Natal_Q3,KwaZulu-Natal_Works_Q3,75,0,>3yr
ocds-00000663,City of Johannesburg,Northern Cape,Services,open,2024-11-07,c-00000663,1892161.36,1626,a-00000663,1977907.9021506694,Supplier_0452,2024,11,4,14.453230838865643,4.4517453798767965,1,0,Northern Cape_Q4,Northern Cape_Services_Q4,12,0,>3yr
ocds-00000664,Dept of Public Works,Eastern Cape,Works,open,2022-05-05,c-00000664,10675631.25,581,a-00000664,10409003.436517468,Supplier_0029,2022,5,2,16.18347434249138,1.5906913073237507,0,0,Eastern Cape_Q2,Eastern Cape_Works_Q2,74,0,1-2yr
ocds-00000665,Eskom,Eastern Cape,Services,open,2024-12-17,c-00000665,4005746.65,1651,a-00000665,4177116.522128156,Supplier_0068,2024,12,4,15.203240800213273,4.520191649555099,1,0,Eastern Cape_Q4,Eastern Cape_Services_Q4,23,0,>3yr
ocds-00000666,Dept of Public Works,KwaZulu-Natal,Goods,open,2024-05-17,c-00000666,8798549.52,1743,a-00000666,9216981.667353831,Supplier_0231,2024,5,2,15.99009755224529,4.772073921971253,0,0,KwaZulu-Natal_Q2,KwaZulu-Natal_Goods_Q2,20,0,>3yr
ocds-00000667,Dept of Education,Eastern Cape,Services,open,2023-06-27,c-00000667,9858669.33,1176,a-00000667,9480690.872391863,Supplier_0011,2023,6,2,16.103861862515494,3.2197125256673513,0,0,Eastern Cape_Q2,Eastern Cape_Services_Q2,90,0,>3yr
ocds-00000668,Dept of Health,KwaZulu-Natal,Works,open,2024-10-08,c-00000668,181389730.18,1259,a-00000668,185068151.04506543,Supplier_0007,2024,10,4,19.016158485332944,3.4469541409993156,1,0,KwaZulu-Natal_Q4,KwaZulu-Natal_Works_Q4,123,0,>3yr
ocds-00000669,Eskom,KwaZulu-Natal,Works,open,2025-08-02,c-00000669,31141630.2,1405,a-00000669,30961488.68029505,Supplier_0043,2025,8,3,17.254056105785608,3.8466803559206024,0,1,KwaZulu-Natal_Q3,KwaZulu-Natal_Works_Q3,49,0,>3yr
ocds-00000670,Eskom,Gauteng,Services,open,2024-09-12,c-00000670,498465.17,1369,a-00000670,515762.5113212266,Supplier_0276,2024,9,3,13.11929100249042,3.7481177275838466,0,0,Gauteng_Q3,Gauteng_Services_Q3,14,0,>3yr
ocds-00000671,Eskom,Mpumalanga,Works,open,2023-04-22,c-00000671,3648073.86,32,a-00000671,3590106.9563797805,Supplier_0397,2023,4,2,15.109710150799144,0.08761122518822724,0,0,Mpumalanga_Q2,Mpumalanga_Works_Q2,10,0,<3mo
ocds-00000672,Eskom,Western Cape,Goods,open,2024-01-27,c-00000672,4937744.25,617,a-00000672,5179878.493258916,Supplier_0295,2024,1,1,15.412419357844033,1.6892539356605065,0,0,Western Cape_Q1,Western Cape_Goods_Q1,12,0,1-2yr
ocds-00000673,City of Johannesburg,Eastern Cape,Goods,open,2025-02-24,c-00000673,1709.06,723,a-00000673,1734.540673008481,Supplier_0375,2025,2,1,7.444283736600444,1.9794661190965093,0,0,Eastern Cape_Q1,Eastern Cape_Goods_Q1,16,0,1-2yr
ocds-00000674,City of Cape Town,Western Cape,Goods,direct,2025-06-20,c-00000674,651014.92,1078,a-00000674,650359.4621144163,Supplier_0281,2025,6,2,13.386289375576796,2.951403148528405,0,0,Western Cape_Q2,Western Cape_Goods_Q2,14,0,2-3yr
ocds-00000675,City of Cape Town,Western Cape,Works,open,2025-04-22,c-00000675,11789347.78,918,a-00000675,11744353.067581465,Supplier_0052,2025,4,2,16.282707036043178,2.513347022587269,0,0,Western Cape_Q2,Western Cape_Works_Q2,42,0,2-3yr
ocds-00000676,Dept of Public Works,Gauteng,Works,open,2025-06-07,c-00000676,261701.42,917,a-00000676,271935.389952678,Supplier_0104,2025,6,2,12.474963335705134,2.510609171800137,0,0,Gauteng_Q2,Gauteng_Works_Q2,15,0,2-3yr
ocds-00000677,SANRAL,KwaZulu-Natal,Works,open,2024-12-11,c-00000677,2607568.86,30,a-00000677,2671096.7155722254,Supplier_0228,2024,12,4,14.773929257444475,0.08213552361396304,1,0,KwaZulu-Natal_Q4,KwaZulu-Natal_Works_Q4,12,0,<3mo
ocds-00000678,SANRAL,Northern Cape,Goods,open,2024-06-21,c-00000678,6465401.77,901,a-00000678,6468780.89788298,Supplier_0453,2024,6,2,15.681975868324866,2.4668035592060233,0,0,Northern Cape_Q2,Northern Cape_Goods_Q2,12,0,2-3yr
ocds-00000679,City of Cape Town,North West,Goods,open,2025-07-13,c-00000679,18213049.18,1080,a-00000679,18883224.636391364,Supplier_0079,2025,7,3,16.71764893795176,2.9568788501026693,0,0,North West_Q3,North West_Goods_Q3,29,0,2-3yr
ocds-00000680,Dept of Education,Eastern Cape,Goods,open,2023-01-06,c-00000680,3860761.17,1523,a-00000680,3864595.8692591046,Supplier_0017,2023,1,1,15.166375175317539,4.16974674880219,0,0,Eastern Cape_Q1,Eastern Cape_Goods_Q1,93,0,>3yr
ocds-00000681,City of Johannesburg,Gauteng,Services,open,2024-11-22,c-00000681,84926.22,901,a-00000681,82244.80263971933,Supplier_0316,2024,11,4,11.349549933399516,2.4668035592060233,1,0,Gauteng_Q4,Gauteng_Services_Q4,10,0,2-3yr
ocds-00000682,Dept of Education,Gauteng,Works,open,2024-07-10,c-00000682,4827542.01,1331,a-00000682,4962275.783641205,Supplier_0191,2024,7,3,15.3898482026185,3.6440793976728267,0,0,Gauteng_Q3,Gauteng_Works_Q3,18,0,>3yr
ocds-00000683,City of Cape Town,Limpopo,Goods,open,2025-07-05,c-00000683,1872955.75,876,a-00000683,1810030.192666357,Supplier_0468,2025,7,3,14.443028889862234,2.3983572895277208,0,0,Limpopo_Q3,Limpopo_Goods_Q3,12,0,2-3yr
ocds-00000684,Dept of Health,Free State,Goods,direct,2025-08-14,c-00000684,1882797.18,786,a-00000684,1789330.9000884262,Supplier_0002,2025,8,3,14.448269621863234,2.1519507186858315,0,1,Free State_Q3,Free State_Goods_Q3,146,0,2-3yr
ocds-00000685,SANRAL,Gauteng,Works,open,2023-05-01,c-00000685,6741416.52,1647,a-00000685,6532978.319780893,Supplier_0363,2023,5,2,15.723780775315547,4.509240246406571,0,0,Gauteng_Q2,Gauteng_Works_Q2,15,0,>3yr
ocds-00000686,City of Johannesburg,Western Cape,Works,open,2023-05-02,c-00000686,41482926.46,955,a-00000686,39566159.36155379,Supplier_0463,2023,5,2,17.54079251405226,2.614647501711157,0,0,Western Cape_Q2,Western Cape_Works_Q2,12,0,2-3yr
ocds-00000687,City of Cape Town,Gauteng,Services,open,2025-06-14,c-00000687,142781.69,50,a-00000687,142668.631251344,Supplier_0098,2025,6,2,11.869079103052671,0.13689253935660506,0,0,Gauteng_Q2,Gauteng_Services_Q2,10,0,<3mo
ocds-00000688,Eskom,Western Cape,Works,open,2024-01-21,c-00000688,5276856.61,35,a-00000688,5205632.398343452,Supplier_0414,2024,1,1,15.478841328889397,0.09582477754962354,0,0,Western Cape_Q1,Western Cape_Works_Q1,12,0,<3mo
ocds-00000689,City of Cape Town,Free State,Goods,open,2024-03-22,c-00000689,8168551.93,38,a-00000689,8464322.19582125,Supplier_0258,2024,3,1,15.915802331197554,0.10403832991101986,0,0,Free State_Q1,Free State_Goods_Q1,12,0,<3mo
ocds-00000690,City of Cape Town,North West,Works,open,2025-12-24,c-00000690,150181461.08,688,a-00000690,145252341.9719003,Supplier_0042,2025,12,4,18.827354868106003,1.8836413415468858,1,0,North West_Q4,North West_Works_Q4,46,0,1-2yr
ocds-00000691,SANRAL,Gauteng,Works,open,2023-09-13,c-00000691,6707785.62,1005,a-00000691,6420975.673877404,Supplier_0303,2023,9,3,15.718779591639926,2.751540041067762,0,0,Gauteng_Q3,Gauteng_Works_Q3,7,0,2-3yr
ocds-00000692,Eskom,KwaZulu-Natal,Works,open,2023-08-27,c-00000692,97883613.07,898,a-00000692,101198511.65737268,Supplier_0419,2023,8,3,18.399289719334817,2.458590006844627,0,1,KwaZulu-Natal_Q3,KwaZulu-Natal_Works_Q3,11,0,2-3yr
ocds-00000693,SANRAL,Gauteng,Services,selective,2024-10-16,c-00000693,398474.86,1538,a-00000693,415651.47869845125,Supplier_0423,2024,10,4,12.89540219821317,4.210814510609172,1,0,Gauteng_Q4,Gauteng_Services_Q4,9,0,>3yr
ocds-00000694,SANRAL,Eastern Cape,Works,open,2023-06-06,c-00000694,11727735.88,1076,a-00000694,11165081.605160758,Supplier_0012,2023,6,2,16.27746726765908,2.945927446954141,0,0,Eastern Cape_Q2,Eastern Cape_Works_Q2,116,0,2-3yr
ocds-00000695,City of Cape Town,Western Cape,Goods,open,2024-03-25,c-00000695,20764938.27,1070,a-00000695,20001227.767494623,Supplier_0462,2024,3,1,16.84877651040992,2.9295003422313486,0,0,Western Cape_Q1,Western Cape_Goods_Q1,11,0,2-3yr
ocds-00000696,Dept of Health,Limpopo,Goods,open,2024-06-19,c-00000696,4195011.93,1020,a-00000696,3989039.2204027046,Supplier_0007,2024,6,2,15.249406980119456,2.7926078028747434,0,0,Limpopo_Q2,Limpopo_Goods_Q2,123,0,2-3yr
ocds-00000697,Eskom,Gauteng,Works,direct,2024-02-09,c-00000697,9281601.29,985,a-00000697,9218238.418971512,Supplier_0041,2024,2,1,16.043544750418608,2.6967830253251197,0,0,Gauteng_Q1,Gauteng_Works_Q1,50,0,2-3yr
ocds-00000698,Eskom,KwaZulu-Natal,Goods,open,2022-03-13,c-00000698,125530530.31,968,a-00000698,128115663.59315874,Supplier_0335,2022,3,1,18.64805956431949,2.650239561943874,0,0,KwaZulu-Natal_Q1,KwaZulu-Natal_Goods_Q1,25,0,2-3yr
ocds-00000699,City of Johannesburg,Western Cape,Goods,open,2024-01-08,c-00000699,37671.42,1107,a-00000699,39378.35380003114,Supplier_0091,2024,1,1,10.53668354072512,3.030800821355236,0,0,Western Cape_Q1,Western Cape_Goods_Q1,7,0,>3yr
ocds-00000700,Dept of Education,Gauteng,Goods,open,2022-04-21,c-00000700,5530444.86,855,a-00000700,5732543.577503241,Supplier_0140,2022,4,2,15.525778995926562,2.3408624229979464,0,0,Gauteng_Q2,Gauteng_Goods_Q2,7,0,2-3yr
ocds-00000701,City of Johannesburg,KwaZulu-Natal,Works,open,2024-09-13,c-00000701,61640093.59,36,a-00000701,64705006.73288338,Supplier_0007,2024,9,3,17.936823102970497,0.09856262833675565,0,0,KwaZulu-Natal_Q3,KwaZulu-Natal_Works_Q3,123,0,<3mo
ocds-00000702,eThekwini,Western Cape,Goods,open,2023-11-01,c-00000702,13056093.8,1023,a-00000702,12897915.913698105,Supplier_0302,2023,11,4,16.384765617189075,2.8008213552361396,1,0,Western Cape_Q4,Western Cape_Goods_Q4,15,0,2-3yr
ocds-00000703,SANRAL,North West,Works,open,2023-08-27,c-00000703,15713241.85,718,a-00000703,15453537.610717176,Supplier_0419,2023,8,3,16.570014408408273,1.9657768651608487,0,1,North West_Q3,North West_Works_Q3,11,0,1-2yr
ocds-00000704,eThekwini,Gauteng,Goods,open,2023-07-15,c-00000704,16010.88,1657,a-00000704,16414.156032344577,Supplier_0463,2023,7,3,9.681086225705165,4.5366187542778915,0,0,Gauteng_Q3,Gauteng_Goods_Q3,12,0,>3yr
ocds-00000705,Dept of Health,Gauteng,Works,direct,2023-08-17,c-00000705,5310642.59,629,a-00000705,5490226.8557161,Supplier_0472,2023,8,3,15.485223589263414,1.7221081451060918,0,1,Gauteng_Q3,Gauteng_Works_Q3,15,0,1-2yr
ocds-00000706,Dept of Education,Western Cape,Works,open,2024-09-01,c-00000706,18866830.12,797,a-00000706,18715026.934189066,Supplier_0348,2024,9,3,16.752915971075087,2.1820670773442847,0,0,Western Cape_Q3,Western Cape_Works_Q3,10,0,2-3yr
ocds-00000707,SANRAL,Western Cape,Works,open,2025-05-15,c-00000707,20829443.07,1730,a-00000707,21734603.333264925,Supplier_0074,2025,5,2,16.851878123970774,4.736481861738535,0,0,Western Cape_Q2,Western Cape_Works_Q2,35,0,>3yr
ocds-00000708,City of Cape Town,KwaZulu-Natal,Goods,open,2024-08-17,c-00000708,1524205.64,87,a-00000708,1475660.9038808385,Supplier_0003,2024,8,3,14.236984596588341,0.23819301848049282,0,1,KwaZulu-Natal_Q3,KwaZulu-Natal_Goods_Q3,156,0,<3mo
ocds-00000709,City of Cape Town,Gauteng,Services,open,2025-09-22,c-00000709,40135.68,881,a-00000709,38283.88637255395,Supplier_0019,2025,9,3,10.600045908416423,2.412046543463381,0,0,Gauteng_Q3,Gauteng_Services_Q3,87,0,2-3yr
ocds-00000710,Dept of Health,Gauteng,Works,open,2022-10-03,c-00000710,5933565.66,64,a-00000710,6029799.720199643,Supplier_0018,2022,10,4,15.596136050540109,0.17522245037645448,1,0,Gauteng_Q4,Gauteng_Works_Q4,99,0,<3mo
ocds-00000711,City of Johannesburg,Gauteng,Goods,direct,2025-08-26,c-00000711,569472.94,1301,a-00000711,554159.1817889403,Supplier_0001,2025,8,3,13.252468301384274,3.561943874058864,0,1,Gauteng_Q3,Gauteng_Goods_Q3,143,0,>3yr
ocds-00000712,City of Cape Town,Western Cape,Services,direct,2024-06-24,c-00000712,321067.12,77,a-00000712,320630.7608554863,Supplier_0354,2024,6,2,12.679408591436411,0.2108145106091718,0,0,Western Cape_Q2,Western Cape_Services_Q2,7,0,<3mo
ocds-00000713,Dept of Health,Gauteng,Works,open,2023-07-10,c-00000713,36679161.56,839,a-00000713,36891037.85314323,Supplier_0022,2023,7,3,17.41771937412135,2.297056810403833,0,0,Gauteng_Q3,Gauteng_Works_Q3,89,0,2-3yr
ocds-00000714,Dept of Public Works,Eastern Cape,Works,open,2025-01-01,c-00000714,3389819.16,969,a-00000714,3260192.345355493,Supplier_0437,2025,1,1,15.036287427801932,2.652977412731006,0,0,Eastern Cape_Q1,Eastern Cape_Works_Q1,12,0,2-3yr
ocds-00000715,Dept of Health,Free State,Works,limited,2025-08-03,c-00000715,26215818.17,57,a-00000715,25737499.18367654,Supplier_0018,2025,8,3,17.081873571640934,0.15605749486652978,0,1,Free State_Q3,Free State_Works_Q3,99,0,<3mo
ocds-00000716,City of Johannesburg,KwaZulu-Natal,Goods,open,2024-06-22,c-00000716,4634816.16,868,a-00000716,4564692.694273246,Supplier_0064,2024,6,2,15.349107308523323,2.3764544832306638,0,0,KwaZulu-Natal_Q2,KwaZulu-Natal_Goods_Q2,44,0,2-3yr
ocds-00000717,Dept of Education,Limpopo,Works,direct,2025-06-26,c-00000717,8235016.98,1338,a-00000717,8116747.667636638,Supplier_0024,2025,6,2,15.923906104955186,3.6632443531827517,0,0,Limpopo_Q2,Limpopo_Works_Q2,79,0,>3yr
ocds-00000718,Eskom,Gauteng,Works,open,2023-09-09,c-00000718,10362042.16,1055,a-00000718,10802167.28522601,Supplier_0307,2023,9,3,16.153659991567267,2.8884325804243667,0,0,Gauteng_Q3,Gauteng_Works_Q3,7,0,2-3yr
ocds-00000719,SANRAL,North West,Goods,open,2023-03-15,c-00000719,684311.0,1067,a-00000719,682617.0925855413,Supplier_0265,2023,3,1,13.43616923295518,2.921286789869952,0,0,North West_Q1,North West_Goods_Q1,19,0,2-3yr
ocds-00000720,Dept of Public Works,North West,Goods,open,2024-03-22,c-00000720,751505.88,826,a-00000720,724033.1609205821,Supplier_0030,2024,3,1,13.529835643156545,2.2614647501711156,0,0,North West_Q1,North West_Goods_Q1,73,0,2-3yr
ocds-00000721,Dept of Public Works,Mpumalanga,Goods,open,2024-04-07,c-00000721,10557211.92,968,a-00000721,10325885.747855788,Supplier_0003,2024,4,2,16.172319873376953,2.650239561943874,0,0,Mpumalanga_Q2,Mpumalanga_Goods_Q2,156,0,2-3yr
ocds-00000722,SANRAL,Free State,Works,open,2022-12-26,c-00000722,16606585.62,1243,a-00000722,17196926.414336585,Supplier_0472,2022,12,4,16.62530995896603,3.403148528405202,1,0,Free State_Q4,Free State_Works_Q4,15,0,>3yr
ocds-00000723,eThekwini,Gauteng,Services,direct,2023-07-20,c-00000723,7968484.17,610,a-00000723,8092983.681607203,Supplier_0403,2023,7,3,15.891004966202098,1.6700889801505818,0,0,Gauteng_Q3,Gauteng_Services_Q3,14,0,1-2yr
ocds-00000724,Eskom,Eastern Cape,Goods,direct,2023-04-14,c-00000724,1742376.45,22,a-00000724,1736299.668049433,Supplier_0466,2023,4,2,14.370761089157893,0.06023271731690623,0,0,Eastern Cape_Q2,Eastern Cape_Goods_Q2,15,0,<3mo
ocds-00000725,City of Cape Town,Northern Cape,Goods,open,2024-01-27,c-00000725,15539.16,32,a-00000725,15416.15727470826,Supplier_0009,2024,1,1,9.65118291987893,0.08761122518822724,0,0,Northern Cape_Q1,Northern Cape_Goods_Q1,101,0,<3mo
ocds-00000726,Dept of Education,Northern Cape,Works,open,2024-02-11,c-00000726,2433578.83,62,a-00000726,2397092.5019542645,Supplier_0459,2024,2,1,14.70487391232001,0.1697467488021903,0,0,Northern Cape_Q1,Northern Cape_Works_Q1,15,0,<3mo
ocds-00000727,eThekwini,Gauteng,Goods,open,2025-03-11,c-00000727,5562816.17,1323,a-00000727,5780575.426294258,Supplier_0023,2025,3,1,15.531615223156935,3.62217659137577,0,0,Gauteng_Q1,Gauteng_Goods_Q1,74,0,>3yr
ocds-00000728,Eskom,Gauteng,Works,open,2022-08-06,c-00000728,3694081.16,1006,a-00000728,3789674.214102836,Supplier_0068,2022,8,3,15.122242680966643,2.754277891854894,0,1,Gauteng_Q3,Gauteng_Works_Q3,23,0,2-3yr
ocds-00000729,City of Cape Town,Western Cape,Works,limited,2022-09-08,c-00000729,41477814.39,1360,a-00000729,43247703.85637969,Supplier_0271,2022,9,3,17.54066927335236,3.7234770704996576,0,0,Western Cape_Q3,Western Cape_Works_Q3,14,0,>3yr
ocds-00000730,Dept of Public Works,Limpopo,Works,open,2022-07-15,c-00000730,9102233.3,874,a-00000730,9071561.49533028,Supplier_0107,2022,7,3,16.02403046882267,2.3928815879534566,0,0,Limpopo_Q3,Limpopo_Works_Q3,15,0,2-3yr
ocds-00000731,eThekwini,North West,Goods,open,2022-11-25,c-00000731,42280.43,1208,a-00000731,40561.53566128226,Supplier_0252,2022,11,4,10.652103261550344,3.3073237508555784,1,0,North West_Q4,North West_Goods_Q4,12,0,>3yr
ocds-00000732,Dept of Health,Limpopo,Goods,open,2024-01-20,c-00000732,876807.04,86,a-00000732,855695.7612076304,Supplier_0342,2024,1,1,13.684043364841877,0.23545516769336072,0,0,Limpopo_Q1,Limpopo_Goods_Q1,11,0,<3mo
ocds-00000733,City of Cape Town,Gauteng,Services,open,2023-07-26,c-00000733,1453812.23,1069,a-00000733,1431476.368184477,Supplier_0477,2023,7,3,14.189700476280162,2.926762491444216,0,0,Gauteng_Q3,Gauteng_Services_Q3,17,0,2-3yr
ocds-00000734,City of Cape Town,Eastern Cape,Services,open,2025-04-21,c-00000734,3970720.03,31,a-00000734,4134153.6301750517,Supplier_0002,2025,4,2,15.194458255819876,0.08487337440109514,0,0,Eastern Cape_Q2,Eastern Cape_Services_Q2,146,0,<3mo
ocds-00000735,City of Johannesburg,KwaZulu-Natal,Works,open,2024-11-04,c-00000735,844243.17,958,a-00000735,841730.2767945362,Supplier_0174,2024,11,4,13.646197032686512,2.622861054072553,1,0,KwaZulu-Natal_Q4,KwaZulu-Natal_Works_Q4,15,0,2-3yr
ocds-00000736,City of Johannesburg,Limpopo,Works,open,2024-07-16,c-00000736,25793008.78,990,a-00000736,26760219.51375727,Supplier_0472,2024,7,3,17.06561407442162,2.7104722792607805,0,0,Limpopo_Q3,Limpopo_Works_Q3,15,0,2-3yr
ocds-00000737,Eskom,Limpopo,Works,open,2025-04-03,c-00000737,31069940.98,909,a-00000737,30863706.749262992,Supplier_0432,2025,4,2,17.251751413971284,2.48870636550308,0,0,Limpopo_Q2,Limpopo_Works_Q2,14,0,2-3yr
ocds-00000738,City of Johannesburg,Western Cape,Services,open,2024-04-06,c-00000738,19850623.8,846,a-00000738,19672993.749147687,Supplier_0066,2024,4,2,16.803746040672642,2.316221765913758,0,0,Western Cape_Q2,Western Cape_Services_Q2,24,0,2-3yr
ocds-00000739,City of Johannesburg,North West,Services,open,2023-08-05,c-00000739,13188485.57,549,a-00000739,13346789.08258083,Supplier_0004,2023,8,3,16.39485477739762,1.5030800821355237,0,1,North West_Q3,North West_Services_Q3,136,0,1-2yr
ocds-00000740,SANRAL,Gauteng,Works,open,2022-10-04,c-00000740,7449361.05,586,a-00000740,7577568.328271998,Supplier_0275,2022,10,4,15.823638955816726,1.6043805612594113,1,0,Gauteng_Q4,Gauteng_Works_Q4,17,0,1-2yr
ocds-00000741,eThekwini,Gauteng,Works,open,2023-02-12,c-00000741,3305008.79,590,a-00000741,3368949.772478522,Supplier_0056,2023,2,1,15.010949993442054,1.6153319644079398,0,0,Gauteng_Q1,Gauteng_Works_Q1,25,0,1-2yr
ocds-00000742,Dept of Public Works,Free State,Goods,limited,2023-04-26,c-00000742,3188934.51,1023,a-00000742,3223254.9635225898,Supplier_0487,2023,4,2,14.975197723147389,2.8008213552361396,0,0,Free State_Q2,Free State_Goods_Q2,14,0,2-3yr
ocds-00000743,City of Johannesburg,Gauteng,Works,open,2024-08-18,c-00000743,2418533.93,563,a-00000743,2515675.1643864093,Supplier_0015,2024,8,3,14.698672513977348,1.541409993155373,0,1,Gauteng_Q3,Gauteng_Works_Q3,98,0,1-2yr
ocds-00000744,Dept of Education,Free State,Services,direct,2022-02-17,c-00000744,1063800.65,976,a-00000744,1056051.6793382263,Supplier_0002,2022,2,1,13.87735951233258,2.6721423682409307,0,0,Free State_Q1,Free State_Services_Q1,146,0,2-3yr
